id,price,qty,timestamp
11022,28.63,1,2024-01-08 15:42:00
3028,49.62,9,2024-01-03 02:28:00
149,50.27,1,2024-01-01 02:29:00
9177,37.24,5,2024-01-07 08:57:00
13629,48.11,7,2024-01-10 11:09:00
13921,26.03,7,2024-01-10 16:01:00
11682,65.18,1,2024-01-09 02:42:00
9857,78.04,8,2024-01-07 20:17:00
13068,28.23,2,2024-01-10 01:48:00
984,70.46,6,2024-01-01 16:24:00
3475,20.46,7,2024-01-03 09:55:00
8544,61.13,6,2024-01-06 22:24:00
6527,49.63,1,2024-01-05 12:47:00
13550,22.91,7,2024-01-10 09:50:00
12239,71.2,1,2024-01-09 11:59:00
7963,68.63,9,2024-01-06 12:43:00
12888,53.53,2,2024-01-09 22:48:00
6808,60.97,7,2024-01-05 17:28:00
9037,50.73,4,2024-01-07 06:37:00
12989,79.29,1,2024-01-10 00:29:00
5325,81.75,4,2024-01-04 16:45:00
9111,44.95,5,2024-01-07 07:51:00
8560,19.21,4,2024-01-06 22:40:00
3679,0.89,2,2024-01-03 13:19:00
12485,37.21,3,2024-01-09 16:05:00
10183,74.68,5,2024-01-08 01:43:00
6368,21.41,5,2024-01-05 10:08:00
8105,94.48,2,2024-01-06 15:05:00
3791,35.97,2,2024-01-03 15:11:00
8202,52.84,9,2024-01-06 16:42:00
4071,30.26,1,2024-01-03 19:51:00
13396,82.25,5,2024-01-10 07:16:00
3037,41.57,1,2024-01-03 02:37:00
3559,43.42,1,2024-01-03 11:19:00
11080,55.31,3,2024-01-08 16:40:00
6999,54.87,8,2024-01-05 20:39:00
13430,67.4,3,2024-01-10 07:50:00
8869,58.14,8,2024-01-07 03:49:00
12900,53.62,7,2024-01-09 23:00:00
5030,81.27,4,2024-01-04 11:50:00
12760,61.01,7,2024-01-09 20:40:00
6924,35.41,7,2024-01-05 19:24:00
2037,66.17,8,2024-01-02 09:57:00
5163,58.19,2,2024-01-04 14:03:00
11318,17.27,8,2024-01-08 20:38:00
997,41.99,4,2024-01-01 16:37:00
5352,44.0,9,2024-01-04 17:12:00
14988,34.07,8,2024-01-11 09:48:00
1782,70.6,2,2024-01-02 05:42:00
14578,50.45,5,2024-01-11 02:58:00
4869,79.28,8,2024-01-04 09:09:00
13807,27.31,4,2024-01-10 14:07:00
4907,56.09,4,2024-01-04 09:47:00
7462,43.26,3,2024-01-06 04:22:00
9756,52.55,1,2024-01-07 18:36:00
2352,43.44,1,2024-01-02 15:12:00
7438,61.26,3,2024-01-06 03:58:00
2846,65.25,4,2024-01-02 23:26:00
469,57.59,3,2024-01-01 07:49:00
8980,81.99,6,2024-01-07 05:40:00
4637,,5,2024-01-04 05:17:00
12090,49.3,7,2024-01-09 09:30:00
3464,60.72,3,2024-01-03 09:44:00
11859,38.51,8,2024-01-09 05:39:00
5276,70.57,6,2024-01-04 15:56:00
14835,49.48,1,2024-01-11 07:15:00
11844,44.95,3,2024-01-09 05:24:00
7136,15.83,7,2024-01-05 22:56:00
3867,62.19,1,2024-01-03 16:27:00
10863,45.03,9,2024-01-08 13:03:00
3310,41.43,9,2024-01-03 07:10:00
9312,45.24,1,2024-01-07 11:12:00
12051,65.17,6,2024-01-09 08:51:00
8134,25.82,6,2024-01-06 15:34:00
295,52.2,2,2024-01-01 04:55:00
2568,57.61,6,2024-01-02 18:48:00
1311,65.46,9,2024-01-01 21:51:00
5183,58.68,7,2024-01-04 14:23:00
12717,49.31,5,2024-01-09 19:57:00
5518,65.48,8,2024-01-04 19:58:00
2294,65.66,4,2024-01-02 14:14:00
12424,8.97,7,2024-01-09 15:04:00
12022,40.07,2,2024-01-09 08:22:00
4243,64.69,3,2024-01-03 22:43:00
6282,33.17,2,2024-01-05 08:42:00
6479,48.67,5,2024-01-05 11:59:00
929,22.26,6,2024-01-01 15:29:00
2373,75.94,7,2024-01-02 15:33:00
6202,48.01,7,2024-01-05 07:22:00
9784,51.49,2,2024-01-07 19:04:00
13208,67.2,3,2024-01-10 04:08:00
4678,19.54,9,2024-01-04 05:58:00
8978,46.11,4,2024-01-07 05:38:00
5340,59.86,6,2024-01-04 17:00:00
8644,50.76,6,2024-01-07 00:04:00
11422,31.8,5,2024-01-08 22:22:00
9433,51.86,8,2024-01-07 13:13:00
11480,68.63,4,2024-01-08 23:20:00
11796,66.56,8,2024-01-09 04:36:00
7061,65.44,6,2024-01-05 21:41:00
10813,59.02,8,2024-01-08 12:13:00
6591,38.01,2,2024-01-05 13:51:00
13555,48.04,2,2024-01-10 09:55:00
6851,43.57,2,2024-01-05 18:11:00
3685,61.29,7,2024-01-03 13:25:00
12367,48.28,5,2024-01-09 14:07:00
5992,76.44,9,2024-01-05 03:52:00
5723,82.34,1,2024-01-04 23:23:00
10155,43.96,5,2024-01-08 01:15:00
3331,29.0,2,2024-01-03 07:31:00
6215,49.29,3,2024-01-05 07:35:00
1542,45.96,4,2024-01-02 01:42:00
6648,57.61,2,2024-01-05 14:48:00
622,56.04,2,2024-01-01 10:22:00
5759,39.89,6,2024-01-04 23:59:00
9727,41.49,1,2024-01-07 18:07:00
10185,39.88,9,2024-01-08 01:45:00
2926,39.89,7,2024-01-03 00:46:00
8918,57.88,8,2024-01-07 04:38:00
10003,94.81,1,2024-01-07 22:43:00
7489,85.37,2,2024-01-06 04:49:00
8991,55.63,8,2024-01-07 05:51:00
3372,42.21,8,2024-01-03 08:12:00
6735,27.97,4,2024-01-05 16:15:00
7840,21.88,6,2024-01-06 10:40:00
9891,104.34,7,2024-01-07 20:51:00
3131,76.03,3,2024-01-03 04:11:00
2460,58.82,2,2024-01-02 17:00:00
7619,62.42,4,2024-01-06 06:59:00
11509,12.08,8,2024-01-08 23:49:00
13567,29.86,4,2024-01-10 10:07:00
12788,61.33,6,2024-01-09 21:08:00
7295,43.0,7,2024-01-06 01:35:00
12775,49.56,7,2024-01-09 20:55:00
7469,63.32,9,2024-01-06 04:29:00
13351,82.91,1,2024-01-10 06:31:00
2193,78.03,2,2024-01-02 12:33:00
158,83.08,1,2024-01-01 02:38:00
1680,20.68,5,2024-01-02 04:00:00
2893,36.14,8,2024-01-03 00:13:00
9362,62.67,2,2024-01-07 12:02:00
13572,41.15,3,2024-01-10 10:12:00
11219,63.83,7,2024-01-08 18:59:00
2854,61.13,3,2024-01-02 23:34:00
12465,29.71,1,2024-01-09 15:45:00
12131,56.17,7,2024-01-09 10:11:00
12438,26.37,8,2024-01-09 15:18:00
13203,71.68,7,2024-01-10 04:03:00
4972,49.9,1,2024-01-04 10:52:00
3502,43.85,7,2024-01-03 10:22:00
11811,24.0,4,2024-01-09 04:51:00
12734,33.99,1,2024-01-09 20:14:00
10913,46.8,4,2024-01-08 13:53:00
8372,41.47,8,2024-01-06 19:32:00
4954,8.88,1,2024-01-04 10:34:00
10453,54.75,1,2024-01-08 06:13:00
1434,62.15,6,2024-01-01 23:54:00
7128,54.97,4,2024-01-05 22:48:00
2714,89.8,3,2024-01-02 21:14:00
2372,82.37,3,2024-01-02 15:32:00
9428,44.21,3,2024-01-07 13:08:00
8121,51.0,2,2024-01-06 15:21:00
3604,44.28,8,2024-01-03 12:04:00
5890,71.83,3,2024-01-05 02:10:00
14971,58.38,8,2024-01-11 09:31:00
6357,19.27,6,2024-01-05 09:57:00
7881,36.46,4,2024-01-06 11:21:00
12282,71.74,2,2024-01-09 12:42:00
6959,41.13,6,2024-01-05 19:59:00
2962,60.55,9,2024-01-03 01:22:00
8921,45.5,6,2024-01-07 04:41:00
2575,41.76,5,2024-01-02 18:55:00
11659,19.48,1,2024-01-09 02:19:00
7687,23.22,3,2024-01-06 08:07:00
69,34.11,4,2024-01-01 01:09:00
2742,59.24,7,2024-01-02 21:42:00
3640,69.09,9,2024-01-03 12:40:00
12867,69.17,2,2024-01-09 22:27:00
8023,74.3,5,2024-01-06 13:43:00
5919,65.78,1,2024-01-05 02:39:00
5844,45.51,4,2024-01-05 01:24:00
6849,57.29,7,2024-01-05 18:09:00
8634,39.92,4,2024-01-06 23:54:00
2410,40.86,8,2024-01-02 16:10:00
13888,55.63,8,2024-01-10 15:28:00
3182,32.99,8,2024-01-03 05:02:00
12669,57.31,3,2024-01-09 19:09:00
12920,50.58,9,2024-01-09 23:20:00
12077,54.45,1,2024-01-09 09:17:00
14469,50.55,8,2024-01-11 01:09:00
10906,34.98,7,2024-01-08 13:46:00
5229,31.86,2,2024-01-04 15:09:00
1295,61.71,6,2024-01-01 21:35:00
5944,86.93,5,2024-01-05 03:04:00
4009,55.79,4,2024-01-03 18:49:00
12645,38.88,4,2024-01-09 18:45:00
14525,50.24,8,2024-01-11 02:05:00
6967,38.74,3,2024-01-05 20:07:00
7319,50.92,5,2024-01-06 01:59:00
1783,39.01,4,2024-01-02 05:43:00
12890,55.29,8,2024-01-09 22:50:00
9116,65.61,8,2024-01-07 07:56:00
1727,34.74,1,2024-01-02 04:47:00
13187,79.15,4,2024-01-10 03:47:00
5331,44.94,2,2024-01-04 16:51:00
1791,22.04,8,2024-01-02 05:51:00
13664,69.33,4,2024-01-10 11:44:00
733,9.96,7,2024-01-01 12:13:00
7759,34.11,8,2024-01-06 09:19:00
5883,90.16,9,2024-01-05 02:03:00
8613,40.74,5,2024-01-06 23:33:00
6407,56.0,1,2024-01-05 10:47:00
4076,9.35,3,2024-01-03 19:56:00
4354,48.52,8,2024-01-04 00:34:00
8303,27.84,1,2024-01-06 18:23:00
10745,52.35,7,2024-01-08 11:05:00
9272,74.19,4,2024-01-07 10:32:00
3649,44.33,6,2024-01-03 12:49:00
11228,,8,2024-01-08 19:08:00
4821,77.76,2,2024-01-04 08:21:00
3906,24.18,7,2024-01-03 17:06:00
9560,44.1,7,2024-01-07 15:20:00
13709,72.53,7,2024-01-10 12:29:00
4580,53.74,3,2024-01-04 04:20:00
2254,81.08,5,2024-01-02 13:34:00
5779,68.91,2,2024-01-05 00:19:00
13243,27.53,7,2024-01-10 04:43:00
3038,,4,2024-01-03 02:38:00
8820,14.15,9,2024-01-07 03:00:00
14186,45.61,3,2024-01-10 20:26:00
12536,57.17,1,2024-01-09 16:56:00
13170,39.35,7,2024-01-10 03:30:00
7711,29.68,1,2024-01-06 08:31:00
9145,77.31,8,2024-01-07 08:25:00
13767,24.41,8,2024-01-10 13:27:00
11306,67.21,1,2024-01-08 20:26:00
14135,43.43,6,2024-01-10 19:35:00
12149,58.28,3,2024-01-09 10:29:00
11943,37.29,9,2024-01-09 07:03:00
6045,47.5,9,2024-01-05 04:45:00
12709,26.6,5,2024-01-09 19:49:00
3965,54.41,8,2024-01-03 18:05:00
7935,73.76,7,2024-01-06 12:15:00
3856,54.37,7,2024-01-03 16:16:00
12293,47.64,6,2024-01-09 12:53:00
4613,44.1,1,2024-01-04 04:53:00
12337,77.64,6,2024-01-09 13:37:00
5629,59.08,1,2024-01-04 21:49:00
9073,63.04,7,2024-01-07 07:13:00
1543,41.41,3,2024-01-02 01:43:00
6214,28.76,2,2024-01-05 07:34:00
14543,61.62,6,2024-01-11 02:23:00
588,57.91,7,2024-01-01 09:48:00
65,46.08,9,2024-01-01 01:05:00
10794,41.39,8,2024-01-08 11:54:00
2123,53.06,6,2024-01-02 11:23:00
890,47.36,6,2024-01-01 14:50:00
1109,42.04,6,2024-01-01 18:29:00
11213,56.38,1,2024-01-08 18:53:00
10224,37.91,1,2024-01-08 02:24:00
10856,,1,2024-01-08 12:56:00
7394,59.05,4,2024-01-06 03:14:00
14411,51.17,7,2024-01-11 00:11:00
8553,58.52,3,2024-01-06 22:33:00
7806,7.96,5,2024-01-06 10:06:00
11000,33.78,1,2024-01-08 15:20:00
8509,42.24,3,2024-01-06 21:49:00
3230,75.43,4,2024-01-03 05:50:00
4319,39.54,9,2024-01-03 23:59:00
7272,56.16,3,2024-01-06 01:12:00
13116,57.65,4,2024-01-10 02:36:00
7347,39.51,2,2024-01-06 02:27:00
7115,28.59,2,2024-01-05 22:35:00
5739,61.05,8,2024-01-04 23:39:00
3178,60.75,8,2024-01-03 04:58:00
11161,43.85,2,2024-01-08 18:01:00
3576,59.84,4,2024-01-03 11:36:00
10398,56.35,3,2024-01-08 05:18:00
8404,67.1,6,2024-01-06 20:04:00
2595,18.59,5,2024-01-02 19:15:00
10172,102.65,3,2024-01-08 01:32:00
13254,22.77,5,2024-01-10 04:54:00
11765,55.72,3,2024-01-09 04:05:00
7837,40.94,5,2024-01-06 10:37:00
4249,23.33,7,2024-01-03 22:49:00
13920,85.23,1,2024-01-10 16:00:00
11019,31.64,9,2024-01-08 15:39:00
7618,27.96,5,2024-01-06 06:58:00
12638,32.85,9,2024-01-09 18:38:00
13553,88.29,3,2024-01-10 09:53:00
1970,24.4,9,2024-01-02 08:50:00
13622,92.38,8,2024-01-10 11:02:00
7352,16.7,4,2024-01-06 02:32:00
6463,61.08,9,2024-01-05 11:43:00
8576,93.7,2,2024-01-06 22:56:00
4437,37.78,3,2024-01-04 01:57:00
7693,84.67,8,2024-01-06 08:13:00
10125,41.6,1,2024-01-08 00:45:00
12031,40.78,5,2024-01-09 08:31:00
5825,48.23,5,2024-01-05 01:05:00
8312,28.63,8,2024-01-06 18:32:00
9642,73.13,7,2024-01-07 16:42:00
609,43.3,3,2024-01-01 10:09:00
10090,25.98,6,2024-01-08 00:10:00
1061,42.52,4,2024-01-01 17:41:00
10006,30.61,9,2024-01-07 22:46:00
1526,64.87,9,2024-01-02 01:26:00
4646,67.94,4,2024-01-04 05:26:00
10862,40.98,4,2024-01-08 13:02:00
4636,50.25,6,2024-01-04 05:16:00
12755,47.12,8,2024-01-09 20:35:00
14408,41.2,4,2024-01-11 00:08:00
11562,54.66,5,2024-01-09 00:42:00
8811,52.98,5,2024-01-07 02:51:00
14028,63.95,6,2024-01-10 17:48:00
2557,44.03,3,2024-01-02 18:37:00
11302,17.83,8,2024-01-08 20:22:00
10120,64.72,6,2024-01-08 00:40:00
10400,20.23,7,2024-01-08 05:20:00
8050,66.61,9,2024-01-06 14:10:00
7185,49.26,7,2024-01-05 23:45:00
298,45.93,2,2024-01-01 04:58:00
1723,55.55,4,2024-01-02 04:43:00
2341,97.06,7,2024-01-02 15:01:00
4274,21.6,1,2024-01-03 23:14:00
12561,29.13,8,2024-01-09 17:21:00
9720,87.84,4,2024-01-07 18:00:00
3283,37.05,2,2024-01-03 06:43:00
3383,60.7,5,2024-01-03 08:23:00
8340,4.67,3,2024-01-06 19:00:00
9408,21.53,2,2024-01-07 12:48:00
11935,49.47,8,2024-01-09 06:55:00
5033,72.88,8,2024-01-04 11:53:00
4747,46.73,5,2024-01-04 07:07:00
9981,2.94,6,2024-01-07 22:21:00
7355,47.2,8,2024-01-06 02:35:00
6466,54.13,7,2024-01-05 11:46:00
6818,73.02,8,2024-01-05 17:38:00
9817,53.21,3,2024-01-07 19:37:00
8495,79.89,3,2024-01-06 21:35:00
14283,43.46,9,2024-01-10 22:03:00
9747,27.31,3,2024-01-07 18:27:00
6596,104.12,7,2024-01-05 13:56:00
8003,49.25,9,2024-01-06 13:23:00
1896,45.18,1,2024-01-02 07:36:00
8216,69.13,3,2024-01-06 16:56:00
7672,21.98,8,2024-01-06 07:52:00
2831,34.19,2,2024-01-02 23:11:00
3257,40.97,3,2024-01-03 06:17:00
1003,90.42,5,2024-01-01 16:43:00
11129,49.29,5,2024-01-08 17:29:00
12339,42.46,7,2024-01-09 13:39:00
13595,66.8,5,2024-01-10 10:35:00
14069,8.63,9,2024-01-10 18:29:00
8836,62.11,6,2024-01-07 03:16:00
10244,,9,2024-01-08 02:44:00
9923,45.34,7,2024-01-07 21:23:00
6566,18.93,1,2024-01-05 13:26:00
9286,108.58,7,2024-01-07 10:46:00
3654,37.54,1,2024-01-03 12:54:00
13136,41.6,2,2024-01-10 02:56:00
6373,57.09,4,2024-01-05 10:13:00
8221,69.3,7,2024-01-06 17:01:00
843,46.28,4,2024-01-01 14:03:00
4586,50.61,8,2024-01-04 04:26:00
7297,59.15,5,2024-01-06 01:37:00
675,21.27,5,2024-01-01 11:15:00
1668,55.81,5,2024-01-02 03:48:00
12803,37.96,2,2024-01-09 21:23:00
12435,64.6,6,2024-01-09 15:15:00
10010,41.57,1,2024-01-07 22:50:00
7809,74.18,9,2024-01-06 10:09:00
427,29.12,7,2024-01-01 07:07:00
6804,60.14,3,2024-01-05 17:24:00
13850,61.82,4,2024-01-10 14:50:00
1868,43.81,8,2024-01-02 07:08:00
3845,46.79,1,2024-01-03 16:05:00
12555,60.25,3,2024-01-09 17:15:00
5309,58.45,5,2024-01-04 16:29:00
2449,9.48,4,2024-01-02 16:49:00
3303,33.97,1,2024-01-03 07:03:00
5329,57.55,6,2024-01-04 16:49:00
8455,89.04,7,2024-01-06 20:55:00
6891,67.49,6,2024-01-05 18:51:00
9911,30.26,4,2024-01-07 21:11:00
7114,42.04,8,2024-01-05 22:34:00
3921,36.38,1,2024-01-03 17:21:00
9063,32.97,9,2024-01-07 07:03:00
4769,95.2,8,2024-01-04 07:29:00
9285,70.75,7,2024-01-07 10:45:00
12385,85.64,4,2024-01-09 14:25:00
8777,34.79,4,2024-01-07 02:17:00
756,28.31,7,2024-01-01 12:36:00
8142,46.54,1,2024-01-06 15:42:00
13541,59.1,2,2024-01-10 09:41:00
2471,48.58,4,2024-01-02 17:11:00
9324,57.37,3,2024-01-07 11:24:00
307,51.35,7,2024-01-01 05:07:00
14581,76.05,5,2024-01-11 03:01:00
1442,52.02,6,2024-01-02 00:02:00
9052,53.5,2,2024-01-07 06:52:00
14854,44.57,7,2024-01-11 07:34:00
1320,81.08,4,2024-01-01 22:00:00
4786,50.39,3,2024-01-04 07:46:00
4760,44.56,1,2024-01-04 07:20:00
3101,63.65,9,2024-01-03 03:41:00
1428,35.67,2,2024-01-01 23:48:00
9559,46.46,1,2024-01-07 15:19:00
13686,26.16,7,2024-01-10 12:06:00
9510,52.07,9,2024-01-07 14:30:00
3376,58.7,9,2024-01-03 08:16:00
5708,54.7,6,2024-01-04 23:08:00
9323,61.02,1,2024-01-07 11:23:00
5065,57.25,1,2024-01-04 12:25:00
3084,91.5,7,2024-01-03 03:24:00
2198,29.49,9,2024-01-02 12:38:00
3207,57.99,2,2024-01-03 05:27:00
8250,67.45,2,2024-01-06 17:30:00
11934,68.1,8,2024-01-09 06:54:00
9090,47.35,2,2024-01-07 07:30:00
1429,64.1,4,2024-01-01 23:49:00
413,42.33,2,2024-01-01 06:53:00
10642,101.53,3,2024-01-08 09:22:00
3321,47.45,2,2024-01-03 07:21:00
14615,33.03,5,2024-01-11 03:35:00
10795,34.83,6,2024-01-08 11:55:00
11175,65.18,2,2024-01-08 18:15:00
12511,45.73,3,2024-01-09 16:31:00
3892,82.74,6,2024-01-03 16:52:00
539,8.49,4,2024-01-01 08:59:00
2886,,1,2024-01-03 00:06:00
9604,38.03,5,2024-01-07 16:04:00
9356,18.25,1,2024-01-07 11:56:00
2711,,2,2024-01-02 21:11:00
4370,54.52,7,2024-01-04 00:50:00
13022,49.16,2,2024-01-10 01:02:00
3329,29.94,6,2024-01-03 07:29:00
13076,68.11,1,2024-01-10 01:56:00
9898,26.03,7,2024-01-07 20:58:00
3572,45.9,6,2024-01-03 11:32:00
12816,60.52,5,2024-01-09 21:36:00
10102,48.42,2,2024-01-08 00:22:00
7229,48.03,4,2024-01-06 00:29:00
3422,,9,2024-01-03 09:02:00
14472,19.01,5,2024-01-11 01:12:00
9488,78.27,7,2024-01-07 14:08:00
13897,71.87,5,2024-01-10 15:37:00
903,45.62,1,2024-01-01 15:03:00
3772,57.31,7,2024-01-03 14:52:00
7308,41.91,3,2024-01-06 01:48:00
13775,63.74,9,2024-01-10 13:35:00
10872,83.52,2,2024-01-08 13:12:00
14891,48.57,2,2024-01-11 08:11:00
14148,53.47,9,2024-01-10 19:48:00
13914,52.91,4,2024-01-10 15:54:00
221,30.57,3,2024-01-01 03:41:00
1741,35.88,3,2024-01-02 05:01:00
2872,46.1,9,2024-01-02 23:52:00
14500,68.69,8,2024-01-11 01:40:00
13759,54.0,4,2024-01-10 13:19:00
3893,29.83,2,2024-01-03 16:53:00
5951,21.11,4,2024-01-05 03:11:00
12082,45.26,5,2024-01-09 09:22:00
5638,42.71,9,2024-01-04 21:58:00
9986,45.91,4,2024-01-07 22:26:00
7714,76.19,7,2024-01-06 08:34:00
6554,37.79,5,2024-01-05 13:14:00
2519,96.98,8,2024-01-02 17:59:00
2888,64.95,8,2024-01-03 00:08:00
210,49.75,4,2024-01-01 03:30:00
7608,8.75,7,2024-01-06 06:48:00
11447,38.64,4,2024-01-08 22:47:00
14290,69.66,5,2024-01-10 22:10:00
8081,36.32,8,2024-01-06 14:41:00
4166,25.12,4,2024-01-03 21:26:00
275,65.43,2,2024-01-01 04:35:00
13855,35.03,6,2024-01-10 14:55:00
5093,3.56,2,2024-01-04 12:53:00
3196,44.89,9,2024-01-03 05:16:00
5689,52.57,3,2024-01-04 22:49:00
8287,19.02,2,2024-01-06 18:07:00
8604,12.06,5,2024-01-06 23:24:00
11044,50.0,6,2024-01-08 16:04:00
5648,83.4,3,2024-01-04 22:08:00
11700,48.88,9,2024-01-09 03:00:00
3098,0.8,9,2024-01-03 03:38:00
4122,69.42,8,2024-01-03 20:42:00
6724,32.68,5,2024-01-05 16:04:00
451,62.06,3,2024-01-01 07:31:00
9962,70.36,1,2024-01-07 22:02:00
10170,48.81,9,2024-01-08 01:30:00
8875,63.72,6,2024-01-07 03:55:00
3775,53.75,2,2024-01-03 14:55:00
9410,36.77,8,2024-01-07 12:50:00
3801,77.89,9,2024-01-03 15:21:00
6548,,7,2024-01-05 13:08:00
4008,50.09,7,2024-01-03 18:48:00
6537,57.8,1,2024-01-05 12:57:00
11539,56.28,1,2024-01-09 00:19:00
8715,69.9,7,2024-01-07 01:15:00
6039,44.14,7,2024-01-05 04:39:00
10208,71.85,5,2024-01-08 02:08:00
12952,53.71,6,2024-01-09 23:52:00
13309,54.44,7,2024-01-10 05:49:00
1042,84.82,3,2024-01-01 17:22:00
9787,68.67,8,2024-01-07 19:07:00
9527,99.51,1,2024-01-07 14:47:00
14488,42.71,1,2024-01-11 01:28:00
4150,50.98,1,2024-01-03 21:10:00
4611,63.37,6,2024-01-04 04:51:00
9367,54.12,3,2024-01-07 12:07:00
6875,55.54,8,2024-01-05 18:35:00
5808,56.93,9,2024-01-05 00:48:00
3119,36.02,6,2024-01-03 03:59:00
8849,73.67,8,2024-01-07 03:29:00
9791,49.66,9,2024-01-07 19:11:00
12949,32.42,3,2024-01-09 23:49:00
4726,58.23,4,2024-01-04 06:46:00
12394,50.37,5,2024-01-09 14:34:00
5841,74.35,4,2024-01-05 01:21:00
1649,53.79,7,2024-01-02 03:29:00
7805,41.81,7,2024-01-06 10:05:00
1012,44.28,4,2024-01-01 16:52:00
8543,53.71,1,2024-01-06 22:23:00
14046,41.22,1,2024-01-10 18:06:00
6864,54.11,8,2024-01-05 18:24:00
2738,81.28,8,2024-01-02 21:38:00
11801,36.63,2,2024-01-09 04:41:00
4491,48.92,9,2024-01-04 02:51:00
11884,63.64,7,2024-01-09 06:04:00
8272,23.51,2,2024-01-06 17:52:00
3439,46.03,8,2024-01-03 09:19:00
6239,60.47,3,2024-01-05 07:59:00
2244,56.64,1,2024-01-02 13:24:00
11173,64.26,5,2024-01-08 18:13:00
4915,59.39,8,2024-01-04 09:55:00
8252,38.17,1,2024-01-06 17:32:00
9002,46.53,6,2024-01-07 06:02:00
5776,40.84,3,2024-01-05 00:16:00
8655,61.28,2,2024-01-07 00:15:00
11560,73.09,2,2024-01-09 00:40:00
13907,55.57,7,2024-01-10 15:47:00
9520,66.11,9,2024-01-07 14:40:00
14746,40.98,5,2024-01-11 05:46:00
11639,24.29,4,2024-01-09 01:59:00
14719,37.59,8,2024-01-11 05:19:00
2991,25.34,9,2024-01-03 01:51:00
14696,78.86,1,2024-01-11 04:56:00
13038,63.96,3,2024-01-10 01:18:00
9531,70.69,8,2024-01-07 14:51:00
37,67.69,4,2024-01-01 00:37:00
5521,47.35,2,2024-01-04 20:01:00
1637,72.75,3,2024-01-02 03:17:00
10808,52.16,1,2024-01-08 12:08:00
3588,75.79,8,2024-01-03 11:48:00
1199,66.5,1,2024-01-01 19:59:00
2785,64.07,3,2024-01-02 22:25:00
6000,27.4,4,2024-01-05 04:00:00
9549,60.84,5,2024-01-07 15:09:00
8156,63.53,9,2024-01-06 15:56:00
12663,58.67,6,2024-01-09 19:03:00
8178,65.26,3,2024-01-06 16:18:00
2950,38.63,3,2024-01-03 01:10:00
12192,71.09,5,2024-01-09 11:12:00
14650,34.36,7,2024-01-11 04:10:00
13597,59.21,3,2024-01-10 10:37:00
1937,36.31,6,2024-01-02 08:17:00
2961,90.86,1,2024-01-03 01:21:00
663,74.22,2,2024-01-01 11:03:00
13295,39.58,3,2024-01-10 05:35:00
5826,15.71,8,2024-01-05 01:06:00
9087,51.28,1,2024-01-07 07:27:00
410,76.95,6,2024-01-01 06:50:00
9191,,6,2024-01-07 09:11:00
